Customer ID,Total Spending,Number of Orders,Total Quantity,Average Discount,Total Profit,Average Order Value,Purchase Frequency,Cluster,Customer Segment
GZ-14470,4355.150000000001,9,48,0.07857142857142858,1087.7539,483.9055555555556,9,0,Gold
GZ-14545,2454.6220000000003,4,25,0.04,828.661,613.6555000000001,4,2,Silver
HA-14905,2163.3,7,45,0.22999999999999998,270.8574,309.04285714285714,7,1,Bronze
HA-14920,2584.158,8,72,0.2,99.1445,323.01975,8,0,Gold
HD-14785,251.36,3,31,0.3,-135.87599999999998,83.78666666666668,3,1,Bronze
HE-14800,883.5319999999999,4,44,0.018181818181818184,274.4028,220.88299999999998,4,2,Silver
HF-14995,2533.1639999999998,7,70,0.13157894736842105,-13.876799999999989,361.8805714285714,7,0,Gold
HG-14845,785.628,5,31,0.19,147.0032,157.12560000000002,5,1,Bronze
HG-14965,3247.642,12,68,0.17058823529411765,-2797.9635000000003,270.6368333333333,12,0,Gold
HG-15025,3690.284,7,38,0.17272727272727273,804.6113,527.1834285714286,7,2,Silver
HH-15010,218.668,2,20,0.03333333333333333,86.7342,109.334,2,2,Silver
HJ-14875,358.1,5,21,0.10000000000000002,98.6548,71.62,5,2,Silver
HK-14890,4877.784,8,64,0.21333333333333335,956.9451,609.723,8,0,Gold
HL-15040,12873.297999999999,6,50,0.018181818181818184,5622.4292000000005,2145.5496666666663,6,3,Platinum
HM-14860,8236.7648,10,76,0.231,2437.9836,823.6764800000001,10,3,Platinum
HM-14980,736.276,4,29,0.17142857142857146,117.2755,184.069,4,2,Silver
HP-14815,1990.314,7,44,0.3,373.8637,284.33057142857143,7,1,Bronze
HR-14770,1299.288,5,38,0.04615384615384616,185.5794,259.8576,5,2,Silver
HR-14830,5248.787,7,51,0.09999999999999999,1196.9504,749.8267142857143,7,0,Gold
HW-14935,9300.254,8,85,0.045,2164.1611,1162.53175,8,3,Platinum
HZ-14950,886.52,5,21,0.19999999999999998,-130.3879,177.304,5,1,Bronze
IG-15085,744.574,4,19,0.028571428571428574,320.4982,186.1435,4,2,Silver
IL-15100,5040.736,7,60,0.07142857142857142,1121.937,720.1051428571428,7,0,Gold
IM-15055,2872.63,3,19,0.1,975.7701,957.5433333333334,3,2,Silver
IM-15070,4930.474,7,93,0.16666666666666666,514.6527,704.3534285714286,7,0,Gold
JA-15970,6491.026,8,87,0.2125,-819.4217000000001,811.37825,8,0,Gold
JB-15400,1791.605,10,43,0.20625000000000002,156.05319999999998,179.1605,10,0,Gold
JB-15925,900.552,3,32,0.3,-286.9808,300.184,3,1,Bronze
JB-16000,644.1188,7,32,0.07428571428571429,126.76490000000001,92.01697142857142,7,2,Silver
JB-16045,2518.115,5,32,0.1888888888888889,201.51850000000002,503.62299999999993,5,1,Bronze
JC-15340,71.263,4,12,0.22499999999999998,-0.35560000000000036,17.81575,4,1,Bronze
JC-15385,1058.108,1,14,0.05,502.92440000000005,1058.108,1,2,Silver
JC-15775,2772.055,9,64,0.12187500000000001,279.56919999999997,308.00611111111107,9,0,Gold
JC-16105,858.576,5,43,0.044444444444444446,201.5952,171.7152,5,2,Silver
JD-15790,2152.352,5,26,0.17142857142857146,-266.55249999999995,430.4704,5,1,Bronze
JD-15895,7610.8640000000005,11,150,0.075,1050.2667999999999,691.8967272727273,11,0,Gold
JD-16015,385.43,6,39,0.3090909090909091,26.7605,64.23833333333333,6,1,Bronze
JD-16060,695.442,3,17,0.049999999999999996,111.11410000000001,231.814,3,2,Silver
JD-16150,8828.0305,8,60,0.05588235294117647,1619.5199,1103.5038125,8,3,Platinum
JE-15475,1388.682,6,49,0.18461538461538465,276.2197,231.447,6,2,Silver
JE-15610,7754.976,7,74,0.16,1623.4019,1107.8537142857142,7,3,Platinum
JE-15715,8697.842999999999,10,97,0.3227272727272727,1262.2926,869.7842999999999,10,0,Gold
JE-15745,6760.8150000000005,13,90,0.14565217391304347,221.79670000000002,520.0626923076924,13,0,Gold
JE-16165,2697.248,3,34,0.028571428571428574,789.6476,899.0826666666667,3,2,Silver
JF-15190,2279.5860000000002,7,72,0.12105263157894736,575.1259,325.6551428571429,7,0,Gold
JF-15295,955.124,5,42,0.1142857142857143,97.28899999999999,191.0248,5,2,Silver
JF-15355,1911.844,6,58,0.07500000000000001,330.199,318.6406666666667,6,2,Silver
JF-15415,2371.448,6,69,0.07142857142857142,635.6376,395.24133333333333,6,2,Silver
JF-15490,1082.918,11,36,0.14666666666666667,-18.06730000000001,98.4470909090909,11,0,Gold
JF-15565,4198.332,8,67,0.17500000000000002,1073.2088,524.7915,8,0,Gold
JG-15115,2358.676,3,20,0.24285714285714288,684.1911,786.2253333333333,3,1,Bronze
JG-15160,6366.392,11,70,0.1111111111111111,1415.6664,578.762909090909,11,0,Gold
JG-15310,2240.58,6,46,0.2545454545454545,3.7976000000000063,373.43,6,1,Bronze
JG-15805,1507.018,6,46,0.06666666666666668,206.1019,251.16966666666667,6,2,Silver
JH-15430,309.281,4,29,0.31428571428571433,-24.077100000000005,77.32025,4,1,Bronze
JH-15820,528.91,6,29,0.15000000000000002,26.082199999999997,88.15166666666666,6,2,Silver
JH-15910,959.477,7,35,0.14444444444444446,-13.554499999999996,137.06814285714285,7,2,Silver
JH-15985,7954.9980000000005,6,64,0.08571428571428573,-644.6982,1325.833,6,0,Gold
JH-16180,2256.3940000000002,4,28,0.22000000000000003,-96.95300000000002,564.0985000000001,4,1,Bronze
JJ-15445,709.178,5,25,0.06666666666666667,200.5558,141.8356,5,2,Silver
JJ-15760,195.0,2,11,0.06666666666666667,34.449200000000005,97.5,2,2,Silver
JK-15205,4427.142,5,67,0.13076923076923078,1219.983,885.4284,5,0,Gold
JK-15325,383.812,3,15,0.1,55.32769999999999,127.93733333333334,3,2,Silver
JK-15370,2709.632,8,72,0.12352941176470589,330.2838,338.704,8,0,Gold
JK-15625,3760.028,7,44,0.11666666666666668,750.9485,537.1468571428571,7,2,Silver
JK-15640,4760.434,9,41,0.10000000000000002,1172.5303,528.9371111111111,9,0,Gold
JK-15730,4867.2,10,88,0.3325,55.0483,486.71999999999997,10,0,Gold
JK-16090,3747.668,3,43,0.19999999999999998,586.6625,1249.2226666666668,3,1,Bronze
JK-16120,2932.484,10,49,0.20588235294117646,122.6566,293.2484,10,0,Gold
JL-15130,1214.956,6,42,0.26666666666666666,-207.79559999999998,202.49266666666665,6,1,Bronze
JL-15175,1571.523,5,29,0.21428571428571427,209.2817,314.3046,5,1,Bronze
JL-15235,2203.7,5,39,0.22000000000000003,54.51740000000002,440.73999999999995,5,1,Bronze
JL-15505,3173.874,6,56,0.07058823529411766,591.7163,528.9789999999999,6,2,Silver
JL-15835,9799.923,11,143,0.08823529411764706,228.907,890.9020909090909,11,0,Gold
JL-15850,2725.256,6,38,0.23636363636363636,779.9046,454.2093333333333,6,1,Bronze
JM-15250,3159.1220000000003,6,91,0.2894736842105263,19.82350000000004,526.5203333333334,6,0,Gold
JM-15265,1804.146,5,52,0.13846153846153847,502.6143,360.8292,5,2,Silver
JM-15535,1733.443,7,46,0.09,356.5395,247.6347142857143,7,2,Silver
JM-15580,303.948,5,26,0.1142857142857143,113.1204,60.78959999999999,5,2,Silver
JM-15655,864.947,5,41,0.15833333333333335,117.20400000000001,172.9894,5,2,Silver
JM-15865,7625.076000000001,7,50,0.1846153846153846,1574.6163999999999,1089.2965714285715,7,3,Platinum
JM-16195,2833.9260000000004,10,74,0.06315789473684212,754.1144,283.3926,10,0,Gold
JO-15145,3254.949,9,59,0.07307692307692308,581.4045,361.661,9,0,Gold
JO-15280,1934.272,6,36,0.17272727272727273,202.13619999999997,322.3786666666667,6,2,Silver
JO-15550,1090.838,5,42,0.23636363636363636,167.6709,218.1676,5,1,Bronze
JP-15460,1669.135,7,54,0.14,429.7465,238.44785714285715,7,2,Silver
JP-15520,3635.594,7,63,0.059375000000000004,757.1802,519.3705714285715,7,0,Gold
JP-16135,1707.71,9,47,0.15384615384615385,309.7116,189.74555555555557,9,0,Gold
JR-15670,1156.658,2,14,0.3,-785.1645,578.329,2,1,Bronze
JR-15700,863.88,1,3,0.2,107.985,863.88,1,1,Bronze
JR-16210,2201.686,5,41,0.22000000000000003,452.37300000000005,440.33720000000005,5,1,Bronze
JS-15595,1417.654,4,35,0.3125,-175.54899999999998,354.4135,4,1,Bronze
JS-15685,1131.0639999999999,4,42,0.20909090909090908,-54.8692,282.76599999999996,4,1,Bronze
JS-15880,3868.02,5,43,0.14666666666666667,564.9798000000001,773.604,5,2,Silver
JS-15940,469.169,5,37,0.3375,-327.9336,93.8338,5,1,Bronze
JS-16030,2516.494,6,70,0.18333333333333332,-311.25749999999994,419.4156666666667,6,0,Gold
JW-15220,7721.714,6,66,0.07142857142857142,2173.7093999999997,1286.9523333333334,6,3,Platinum
JW-15955,1244.086,7,41,0.08181818181818182,-29.575899999999987,177.72657142857142,7,2,Silver
JW-16075,1428.731,4,38,0.32857142857142857,154.06369999999998,357.18275,4,1,Bronze
KA-16525,1519.506,7,57,0.05454545454545456,234.9194,217.07228571428573,7,2,Silver
KB-16240,3152.6150000000002,7,34,0.15,763.9076,450.37357142857144,7,2,Silver
KB-16315,1569.464,9,62,0.19545454545454544,49.71929999999999,174.3848888888889,9,0,Gold
KB-16405,908.821,3,25,0.044444444444444446,274.297,302.94033333333334,3,2,Silver
KB-16585,2744.742,12,102,0.10869565217391304,579.3551,228.72850000000003,12,0,Gold
KB-16600,983.922,7,29,0.2666666666666667,293.55240000000003,140.56028571428573,7,1,Bronze
KC-16255,2120.954,6,40,0.02,846.1217,353.49233333333336,6,2,Silver
KC-16540,3908.262,4,28,0.2,709.4219,977.0655,4,1,Bronze
KC-16675,1146.05,4,40,0.08571428571428573,156.7797,286.5125,4,2,Silver
KD-16270,8282.358,5,64,0.1875,1107.6952000000003,1656.4716,5,3,Platinum
KD-16345,1888.964,6,36,0.13,328.5942,314.82733333333334,6,2,Silver
KD-16495,8181.256,12,84,0.08750000000000001,3038.6254,681.7713333333334,12,3,Platinum
KD-16615,2243.5099999999998,5,56,0.1076923076923077,539.7219,448.70199999999994,5,2,Silver
KE-16420,1686.7312,8,67,0.21466666666666667,397.87989999999996,210.8414,8,0,Gold
KF-16285,10604.266,7,67,0.03333333333333334,1660.1386,1514.895142857143,7,3,Platinum
KH-16330,3312.864,8,70,0.1388888888888889,454.7871,414.108,8,0,Gold
KH-16360,3100.612,6,40,0.15,528.2051,516.7686666666667,6,2,Silver
KH-16510,5952.859,7,91,0.10869565217391304,656.1162,850.4084285714287,7,0,Gold
KH-16630,3918.9660000000003,9,84,0.10588235294117647,727.3786,435.4406666666667,9,0,Gold
KH-16690,5990.799,7,69,0.12666666666666665,1227.5091,855.8284285714286,7,0,Gold
KL-16555,5016.488,8,84,0.29545454545454547,-182.78130000000002,627.061,8,0,Gold
KL-16645,14175.229000000001,12,113,0.19999999999999998,806.855,1181.2690833333334,12,3,Platinum
KM-16225,2260.958,6,72,0.021052631578947368,635.1057000000001,376.82633333333337,6,2,Silver
KM-16375,5620.186,8,69,0.13999999999999999,973.7901999999999,702.52325,8,0,Gold
KM-16660,453.538,5,30,0.044444444444444446,91.1391,90.7076,5,2,Silver
KM-16720,4909.472,8,98,0.08928571428571429,745.7685,613.684,8,0,Gold
KN-16390,2617.272,9,56,0.21764705882352942,-151.1518,290.808,9,0,Gold
KN-16450,2171.962,5,49,0.28125,114.3083,434.3924,5,1,Bronze
KN-16705,2280.58,8,55,0.12000000000000001,329.76250000000005,285.0725,8,0,Gold
KS-16300,88.472,3,10,0.275,0.11099999999999888,29.490666666666666,3,1,Bronze
KT-16465,3057.1,7,45,0.2285714285714286,254.0032,436.7285714285714,7,1,Bronze
KT-16480,4642.088400000001,10,37,0.14769230769230768,194.0671,464.20884000000007,10,0,Gold
KW-16435,4416.5199999999995,5,42,0.11000000000000001,1756.135,883.3039999999999,5,2,Silver
KW-16570,449.096,4,22,0.04,107.92699999999999,112.274,4,2,Silver
LA-16780,8673.222,11,105,0.11538461538461539,2059.1199,788.4747272727273,11,3,Platinum
LB-16735,50.188,3,12,0.26666666666666666,18.6507,16.729333333333333,3,1,Bronze
LB-16795,4985.676,8,76,0.23750000000000002,-52.19099999999998,623.2095,8,0,Gold
LC-16870,2580.7039999999997,8,113,0.24000000000000002,-188.25110000000004,322.58799999999997,8,0,Gold
LC-16885,7663.126,12,93,0.1565217391304348,1288.3469,638.5938333333334,12,0,Gold
LC-16930,4492.946,8,52,0.17142857142857143,288.26599999999996,561.61825,8,0,Gold
LC-16960,3246.626,4,30,0.2857142857142857,299.48019999999997,811.6565,4,1,Bronze
LC-17050,2095.064,5,43,0.27222222222222225,86.77799999999999,419.01279999999997,5,1,Bronze
LC-17140,2633.582,9,62,0.18421052631578946,231.12520000000004,292.6202222222222,9,0,Gold
LD-16855,5.304,1,3,0.2,0.4641,5.304,1,1,Bronze
LD-17005,1961.934,4,25,0.028571428571428574,557.1714,490.4835,4,2,Silver
LE-16810,1469.45,6,32,0.2555555555555556,161.76489999999998,244.90833333333333,6,1,Bronze
LF-17185,3930.5089999999996,7,69,0.31875,-3583.977,561.5012857142857,7,1,Bronze
LH-16750,287.426,3,12,0.3666666666666667,12.627699999999999,95.80866666666667,3,1,Bronze
LH-16900,2295.332,9,64,0.12666666666666665,526.0727,255.03688888888888,9,0,Gold
LH-17020,318.239,4,34,0.4666666666666666,-242.73989999999998,79.55975,4,1,Bronze
LH-17155,1739.689,9,44,0.07894736842105263,316.5202,193.2987777777778,9,2,Silver
LL-16840,2741.2039999999997,6,50,0.016666666666666666,560.0078,456.8673333333333,6,2,Silver
LM-17065,1346.774,5,32,0.05714285714285715,-44.87799999999999,269.35479999999995,5,2,Silver
LO-17170,644.35,5,34,0.25555555555555554,150.1712,128.87,5,1,Bronze
LP-17080,756.606,4,39,0.1111111111111111,110.7813,189.1515,4,2,Silver
LP-17095,3653.399,7,52,0.18666666666666665,338.44539999999995,521.9141428571428,7,0,Gold
LR-16915,5142.892,6,64,0.17500000000000002,535.4764,857.1486666666666,6,0,Gold
LR-17035,1879.306,5,44,0.27499999999999997,-382.8079,375.8612,5,1,Bronze
LS-16945,2845.27,6,51,0.3071428571428571,-318.77369999999996,474.21166666666664,6,1,Bronze
LS-16975,2988.674,9,63,0.2818181818181818,262.63669999999996,332.0748888888889,9,0,Gold
LS-17200,1010.2560000000001,6,54,0.2,244.197,168.376,6,1,Bronze
LS-17230,368.88000000000005,3,16,0.11666666666666665,39.1952,122.96000000000002,3,2,Silver
LS-17245,1008.1360000000001,6,47,0.08333333333333333,348.3584,168.02266666666668,6,2,Silver
LT-16765,329.876,3,8,0.13333333333333333,59.036,109.95866666666666,3,2,Silver
LT-17110,2936.252,8,63,0.24642857142857144,320.973,367.0315,8,0,Gold
LW-16825,2238.061,5,50,0.20666666666666667,32.5767,447.61220000000003,5,1,Bronze
LW-16990,3230.308,6,38,0.10909090909090911,662.8339000000001,538.3846666666667,6,2,Silver
LW-17125,1259.04,3,15,0.0,192.6312,419.68,3,2,Silver
LW-17215,5420.514,7,59,0.16666666666666666,837.2411,774.3591428571428,7,0,Gold
MA-17560,4299.161,11,117,0.09411764705882353,1240.2266,390.8328181818182,11,0,Gold
MA-17995,2453.284,6,42,0.041666666666666664,280.7822,408.8806666666667,6,2,Silver
MB-17305,1548.702,10,63,0.17368421052631577,212.425,154.8702,10,0,Gold
MB-18085,1428.231,7,39,0.2,117.8057,204.033,7,1,Bronze
MC-17275,2725.982,8,54,0.13076923076923078,461.0014,340.74775,8,0,Gold
MC-17425,4432.138,5,48,0.12,1802.3903,886.4276,5,2,Silver
MC-17575,1303.893,8,40,0.29090909090909095,210.7493,162.986625,8,1,Bronze
MC-17590,2426.067,6,47,0.17058823529411765,288.98409999999996,404.3445,6,2,Silver
MC-17605,2258.192,8,60,0.2222222222222222,195.4486,282.274,8,0,Gold
MC-17635,795.154,4,33,0.17500000000000002,-247.94350000000003,198.7885,4,1,Bronze
MC-17845,3805.714,7,45,0.09999999999999999,698.4174,543.6734285714285,7,2,Silver
MC-18100,2218.98,10,73,0.26842105263157895,-64.1668,221.898,10,0,Gold
MC-18130,1581.9979999999998,5,34,0.05454545454545456,121.7565,316.39959999999996,5,2,Silver
MD-17350,3766.382,7,64,0.32941176470588235,-241.94999999999996,538.0545714285714,7,1,Bronze
MD-17860,1204.91,5,45,0.2875,-4.040300000000002,240.98200000000003,5,1,Bronze
ME-17320,10663.728000000001,10,82,0.1318181818181818,1859.4695,1066.3728,10,3,Platinum
ME-17725,1908.4532,8,46,0.2246153846153846,77.81280000000001,238.55665,8,1,Bronze
ME-18010,1256.944,4,15,0.16666666666666666,107.3604,314.236,4,2,Silver
MF-17665,937.039,5,36,0.13749999999999998,-341.52650000000006,187.4078,5,2,Silver
MF-18250,1758.3,5,38,0.06666666666666667,456.86080000000004,351.65999999999997,5,2,Silver
MG-17650,3785.276,7,57,0.1285714285714286,341.898,540.7537142857143,7,0,Gold
MG-17680,2350.188,4,25,0.225,25.888599999999972,587.547,4,1,Bronze
MG-17695,1342.282,3,23,0.2571428571428572,-398.79319999999996,447.4273333333333,3,1,Bronze
MG-17875,1242.8329999999999,5,23,0.24285714285714288,-470.7684,248.56659999999997,5,1,Bronze
MG-17890,776.384,9,35,0.11923076923076924,171.7372,86.26488888888889,9,2,Silver
MG-18145,3061.543,4,42,0.1875,-93.603,765.38575,4,1,Bronze
MG-18205,16.739,1,8,0.44999999999999996,-1.2453,16.739,1,1,Bronze
MH-17290,2394.025,6,55,0.18846153846153849,28.761200000000038,399.00416666666666,6,1,Bronze
MH-17440,400.016,4,25,0.07777777777777778,61.428599999999996,100.004,4,2,Silver
MH-17455,2456.1820000000002,8,45,0.16363636363636364,484.77330000000006,307.02275000000003,8,0,Gold
MH-17620,1252.8,4,19,0.23333333333333336,122.3612,313.2,4,1,Bronze
MH-17785,2203.7780000000002,7,42,0.07272727272727274,238.5614,314.82542857142863,7,2,Silver
MH-18025,2984.948,5,31,0.13,476.9032,596.9896,5,2,Silver
MH-18115,5503.093,9,79,0.16818181818181818,170.9746,611.4547777777777,9,0,Gold
MJ-17740,6320.746,7,50,0.21333333333333335,1054.5529000000001,902.9637142857143,7,0,Gold
MK-17905,2302.368,8,73,0.3,-405.3559,287.796,8,0,Gold
MK-18160,1031.602,4,43,0.0818181818181818,227.83380000000002,257.9005,4,2,Silver
ML-17395,2722.843,9,72,0.17250000000000001,684.9162,302.5381111111111,9,0,Gold
ML-17410,2921.5,6,51,0.16666666666666666,-76.17550000000003,486.9166666666667,6,2,Silver
ML-17755,2071.9139999999998,7,53,0.1076923076923077,409.51120000000003,295.9877142857143,7,2,Silver
ML-18040,742.082,3,18,0.25,138.71620000000001,247.36066666666667,3,1,Bronze
ML-18265,162.232,2,7,0.06666666666666667,42.6648,81.116,2,2,Silver
MM-17260,1314.023,4,17,0.13333333333333333,178.402,328.50575,4,2,Silver
MM-17920,3794.0800000000004,11,68,0.18125,82.12499999999997,344.91636363636366,11,0,Gold
MM-18055,2749.881,8,73,0.21052631578947367,-520.3443,343.735125,8,0,Gold
MM-18280,775.414,9,32,0.14166666666666666,58.8916,86.1571111111111,9,2,Silver
MN-17935,2477.946,6,36,0.26,290.8227,412.991,6,1,Bronze
MO-17500,922.487,4,15,0.22000000000000003,59.357699999999994,230.62175,4,1,Bronze
MO-17800,1687.0269999999998,8,49,0.16363636363636364,169.34369999999998,210.87837499999998,8,0,Gold
MO-17950,154.288,2,14,0.35000000000000003,-82.0074,77.144,2,1,Bronze
MP-17470,3206.132,7,77,0.12142857142857144,600.2873,458.01885714285714,7,0,Gold
MP-17965,3983.6420000000003,9,62,0.255,638.1563,442.6268888888889,9,0,Gold
MP-18175,5087.92,9,78,0.15526315789473685,226.4529,565.3244444444445,9,0,Gold
MR-17545,639.178,4,29,0.20000000000000004,162.9363,159.7945,4,1,Bronze
MS-17365,7443.6900000000005,10,105,0.16041666666666668,844.9354999999998,744.369,10,0,Gold
MS-17530,475.65599999999995,4,21,0.15714285714285717,84.0268,118.91399999999999,4,2,Silver
MS-17710,1613.402,6,48,0.22,247.4348,268.9003333333333,6,1,Bronze
MS-17770,3144.678,9,73,0.09999999999999999,280.85839999999996,349.40866666666665,9,0,Gold
MS-17830,370.348,4,14,0.18,19.431199999999997,92.587,4,1,Bronze
MS-17980,855.116,6,49,0.17272727272727273,55.226,142.51933333333332,6,2,Silver
MT-17815,2890.139,6,31,0.12999999999999998,509.0068,481.68983333333335,6,2,Silver
MT-18070,1319.4498,4,44,0.2427272727272727,-23.676300000000005,329.86245,4,1,Bronze
MV-17485,1560.05,9,52,0.24000000000000002,189.0258,173.33888888888887,9,0,Gold
MV-18190,1734.574,7,37,0.08636363636363636,273.8582,247.79628571428572,7,2,Silver
MW-18220,5341.900000000001,7,51,0.07857142857142858,1238.422,763.1285714285715,7,0,Gold
MW-18235,5253.876,2,13,0.06666666666666667,1665.516,2626.938,2,3,Platinum
MY-17380,2254.285,7,49,0.3076923076923077,319.1211,322.0407142857143,7,1,Bronze
MY-18295,4152.696,11,89,0.2438095238095238,-371.7111,377.5178181818182,11,0,Gold
MZ-17335,593.606,4,11,0.06666666666666667,85.01910000000001,148.4015,4,2,Silver
MZ-17515,2564.906,6,39,0.27999999999999997,787.7503,427.4843333333333,6,1,Bronze
NB-18580,273.87199999999996,2,7,0.1,24.788800000000002,136.93599999999998,2,2,Silver
NB-18655,1972.599,9,64,0.1735294117647059,117.6429,219.17766666666665,9,0,Gold
NC-18340,2461.404,5,54,0.0411764705882353,580.3075,492.2808,5,2,Silver
NC-18415,2218.9900000000002,6,38,0.2642857142857143,-2204.8072,369.8316666666667,6,1,Bronze
NC-18535,8241.739,7,64,0.13666666666666666,1314.758,1177.3912857142857,7,3,Platinum
NC-18625,1821.742,5,29,0.24444444444444446,-359.02099999999996,364.34839999999997,5,1,Bronze
ND-18370,4326.139,9,63,0.21111111111111114,353.64549999999997,480.6821111111111,9,0,Gold
ND-18460,2893.455,6,36,0.0875,443.33680000000004,482.2425,6,2,Silver
NF-18385,8322.826,7,52,0.25,-1695.9714,1188.9751428571428,7,0,Gold
NF-18475,377.16200000000003,4,13,0.25,85.92779999999999,94.29050000000001,4,1,Bronze
NF-18595,2031.472,7,55,0.11666666666666668,388.2131,290.2102857142857,7,2,Silver
NG-18355,1869.58,5,45,0.08750000000000001,313.63349999999997,373.916,5,2,Silver
NG-18430,1395.9379999999999,5,41,0.1111111111111111,217.0893,279.1876,5,2,Silver
NH-18610,2673.29,7,52,0.05454545454545456,760.1666,381.8985714285714,7,2,Silver
NK-18490,572.048,7,51,0.1272727272727273,121.2177,81.72114285714285,7,2,Silver
NL-18310,1418.0900000000001,4,44,0.06000000000000001,343.6381,354.52250000000004,4,2,Silver
NM-18445,6459.344,7,44,0.042857142857142864,2751.6848999999997,922.7634285714286,7,3,Platinum
NM-18520,2161.979,10,60,0.26,788.9525000000001,216.19789999999998,10,0,Gold
NP-18325,5529.62,6,77,0.05714285714285715,1208.8890000000001,921.6033333333334,6,0,Gold
NP-18670,3908.402,5,46,0.02,514.6002,781.6804,5,2,Silver
NP-18685,1228.698,6,23,0.18571428571428572,514.5017,204.78300000000002,6,2,Silver
NP-18700,7903.1825,7,63,0.19615384615384618,631.2282,1129.0260714285714,7,3,Platinum
NR-18550,2367.277,5,37,0.22307692307692306,-25.148799999999966,473.4554,5,1,Bronze
NS-18505,2575.863,4,52,0.20666666666666667,-12.303999999999997,643.96575,4,1,Bronze
NS-18640,2964.823,13,113,0.21538461538461537,-234.7714,228.0633076923077,13,0,Gold
NW-18400,7234.014,7,78,0.21363636363636365,1023.123,1033.4305714285715,7,0,Gold
NZ-18565,2488.31,9,77,0.175,402.4236,276.4788888888889,9,0,Gold
ON-18715,1567.52,9,58,0.16,-5.88900000000001,174.1688888888889,9,0,Gold
OT-18730,3818.624,5,51,0.15999999999999998,-925.1203,763.7248,5,1,Bronze
PA-19060,729.408,6,27,0.1857142857142857,225.8588,121.568,6,1,Bronze
PB-18805,740.356,3,54,0.12000000000000002,229.2257,246.78533333333334,3,2,Silver
PB-19105,688.324,4,18,0.12000000000000002,218.15970000000002,172.081,4,2,Silver
PB-19150,1456.95,8,54,0.1272727272727273,280.6606,182.11875,8,0,Gold
PB-19210,132.738,2,10,0.1,21.897000000000002,66.369,2,2,Silver
PC-18745,1832.064,4,22,0.22000000000000003,272.685,458.016,4,1,Bronze
PC-19000,1061.488,2,18,0.13333333333333333,-184.3364,530.744,2,2,Silver
PF-19120,9062.864,4,75,0.12105263157894738,-614.2943000000001,2265.716,4,3,Platinum
PF-19165,2770.0,6,34,0.05,196.87389999999996,461.6666666666667,6,2,Silver
PF-19225,2206.1279999999997,5,32,0.06000000000000001,591.3118000000001,441.22559999999993,5,2,Silver
PG-18820,3086.907,13,83,0.16923076923076924,137.46130000000002,237.45438461538464,13,0,Gold
PG-18895,1987.164,9,61,0.09411764705882353,334.5163,220.796,9,0,Gold
PH-18790,729.648,1,6,0.2,47.8878,729.648,1,1,Bronze
PJ-18835,1220.09,8,46,0.07692307692307693,442.1355,152.51125,8,2,Silver
PJ-19015,1824.2340000000002,7,25,0.08,682.9979000000001,260.60485714285716,7,2,Silver
PK-18910,1441.152,2,14,0.3666666666666667,-798.705,720.576,2,1,Bronze
PK-19075,8646.934,12,107,0.07600000000000001,2038.2676000000001,720.5778333333333,12,3,Platinum
PL-18925,239.481,5,29,0.25,-0.7527000000000026,47.8962,5,1,Bronze
PM-18940,1405.402,3,16,0.15,157.8768,468.46733333333333,3,2,Silver
PM-19135,4115.662,4,36,0.1285714285714286,526.7537,1028.9155,4,2,Silver
PN-18775,1467.152,8,47,0.12307692307692308,192.0396,183.394,8,2,Silver
PO-18850,7473.8282,11,91,0.21,38.47569999999996,679.4389272727273,11,0,Gold
PO-18865,2493.214,7,54,0.04615384615384616,437.8533,356.1734285714286,7,2,Silver
PO-19180,4893.043,9,65,0.10555555555555557,1155.4331,543.6714444444444,9,0,Gold
PO-19195,1056.858,5,32,0.19,-49.70089999999999,211.3716,5,1,Bronze
PP-18955,7252.608,10,138,0.1088235294117647,1495.0854,725.2608,10,0,Gold
PR-18880,1840.178,5,43,0.11666666666666668,247.6226,368.03560000000004,5,2,Silver
PS-18760,2181.479,6,75,0.22380952380952382,-134.441,363.5798333333333,6,0,Gold
PS-18970,1278.639,8,52,0.05384615384615384,198.5099,159.829875,8,2,Silver
PS-19045,6843.634,7,47,0.0846153846153846,1742.7296999999999,977.662,7,3,Platinum
PT-19090,160.572,4,19,0.37142857142857144,-20.0508,40.143,4,1,Bronze
PV-18985,2876.046,5,52,0.08461538461538462,434.52840000000003,575.2092,5,2,Silver
PW-19030,3454.916,10,48,0.038461538461538464,803.8169,345.4916,10,0,Gold
PW-19240,3922.4150000000004,7,39,0.1708333333333333,1290.354,560.345,7,0,Gold
QJ-19255,6108.338,9,61,0.12307692307692308,1203.6768,678.7042222222221,9,0,Gold
RA-19285,2617.906,9,58,0.1647058823529412,546.0882,290.8784444444444,9,0,Gold
RA-19885,3832.314,7,53,0.04000000000000001,1292.8656,547.4734285714286,7,2,Silver
RA-19915,4793.543,9,75,0.27954545454545454,304.8673,532.6158888888889,9,0,Gold
RA-19945,1686.9225,5,27,0.31666666666666665,-445.695,337.3845,5,1,Bronze
RB-19330,1008.1959999999999,2,16,0.3166666666666667,-164.40619999999998,504.09799999999996,2,1,Bronze
RB-19360,15117.339,6,71,0.09444444444444444,6976.0959,2519.5565,6,3,Platinum
RB-19435,2663.0860000000002,8,66,0.1625,477.23990000000003,332.88575000000003,8,0,Gold
RB-19465,4715.466,12,85,0.13478260869565217,640.5466,392.95550000000003,12,0,Gold
RB-19570,528.546,5,35,0.16666666666666666,76.8879,105.70920000000001,5,2,Silver
